ID,Country,health_sys_id,Health system name,Health system city,Health system State,Health system StateName,Total N of physicians,Total N of nurse practitioners,Total N of physician assistants,Total N of outpatient centers,Total N of hospitals,Total N of system-affiliated nursing homes,Multistate system flag0,Multistate system flag,N of beds per system,N of discharges per system,Degree to which health systems serves children0,Degree to which health systems serves children,Systemwide teaching intensity0,Systemwide teaching intensity,System MA plan enrollment,System ownership type0,System ownership type,Hospital Net Revenue,Hospital Total Revenue,in_onekey,in_aha,onekey_id,aha_sysid,prim_care_mds,acutehosp_cnt,sys_res,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts
375,US,HSI00000649,Memorial Health System,Marietta,OH,Ohio,218,81,48,73,3,0,2,system hospitals located in two states,219,10372,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,565989855,1780775223,1,1,18290012,0998,87,3,32.81,0,0,0,1,0,0,0,0,0,
376,US,HSI00000180,Skagit Regional Health,Arlington,WA,Washington,285,79,69,35,2,0,1,system hospitals located in one state,185,8571,0,no children’s hospitals,1,minor teaching,0,3,public/government,492085069,1777608297,1,1,17854927,0997,133,2,33.39,0,0,0,0,0,0,,,,
377,US,HSI00000553,Kootenai Health,Coeur D Alene,ID,Idaho,336,98,68,47,2,0,1,system hospitals located in one state,347,16113,0,no children’s hospitals,1,minor teaching,0,3,public/government,679370745,1776274030,1,0,18283457,,115,2,20.22,0,0,0,0,0,0,0,0,0,
378,US,HSI00001389,Holy Name Medical Center,Teaneck,NJ,New Jersey,199,70,22,35,1,0,1,system hospitals located in one state,289,9285,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,452930037,1775218896,1,0,21638324,,38,1,0,0,0,0,0,0,0,0,0,0,
379,US,HSI00000255,Community Memorial Health System,Ventura,CA,California,237,22,25,20,2,1,1,system hospitals located in one state,254,15662,0,no children’s hospitals,2,major teaching,0,1,nonprofit,539524831,1773482775,1,1,18386550,0990,110,2,90,1,0,0,0,0,0,0,0,0,
380,US,HSI00000012,Adventist Healthcare,Gaithersburg,MD,Maryland,716,148,117,58,6,0,2,system hospitals located in two states,835,43211,0,no children’s hospitals,1,minor teaching,0,2,church-operated,1119212522,1764250985,1,1,17773292,0214,183,4,203.89,1,1,1,0,0,1,0,0,0,
381,US,HSI00000705,Mosaic Life Care,Saint Joseph,MO,Missouri,305,102,3,66,5,0,1,system hospitals located in one state,429,16754,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,768994133,1762958080,1,1,17837666,0946,113,4,0,0,0,0,0,0,0,0,0,0,
382,US,HSI00000390,Genesis Health System,Davenport,IA,Iowa,343,139,41,60,5,1,2,system hospitals located in two states,527,17500,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,527005455,1754244051,1,1,17773638,0311,168,5,16.75,0,0,0,0,0,0,0,0,0,
383,US,HSI00000274,Cook County Health and Hospital System,Chicago,IL,Illinois,995,57,50,43,2,0,1,system hospitals located in one state,454,16320,0,no children’s hospitals,2,major teaching,0,3,public/government,1014260315,1747204051,1,1,17774089,0016,450,2,439.69,1,1,1,1,1,1,,1,,
384,US,HSI00000217,Childrens of Alabama,Birmingham,AL,Alabama,467,183,4,25,1,0,1,system hospitals located in one state,351,16074,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,839472839,1736090757,1,0,18283545,,245,1,144.66,1,0,0,0,0,0,0,0,0,
385,US,HSI00000087,Bassett Healthcare Network,Cooperstown,NY,New York,500,185,133,75,5,2,1,system hospitals located in one state,279,9446,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,710966419,1729946524,1,1,18956744,0528,113,5,62.26,1,0,0,0,1,1,1,1,1,
386,US,HSI00000987,Sinai Health System,Chicago,IL,Illinois,316,59,32,32,4,0,1,system hospitals located in one state,391,14481,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,434637502,1725525246,1,1,18166690,0284,98,3,100.63,1,0,1,0,0,1,1,1,1,
387,US,HSI00000188,Catholic Medical Center,Manchester,NH,New Hampshire,164,97,94,35,1,0,1,system hospitals located in one state,262,11544,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,470371108,1638537930,1,0,17773465,,69,1,2.08,0,0,0,0,0,0,0,0,0,
388,US,HSI00001240,Washington Regional,Fayetteville,AR,Arkansas,164,78,15,39,1,0,1,system hospitals located in one state,377,15292,0,no children’s hospitals,1,minor teaching,98,1,nonprofit,356916263,1629305034,1,0,18215065,,59,1,19.32,0,0,0,0,0,0,0,0,0,H6425
389,US,HSI00000391,Genesis Healthcare System,Zanesville,OH,Ohio,241,130,31,73,1,11,1,system hospitals located in one state,282,12830,0,no children’s hospitals,0,nonteaching,0,2,church-operated,527557591,1619844186,1,0,17773639,,77,1,0,0,0,0,0,0,0,0,0,0,
390,US,HSI00001082,The Methodist Hospitals,Gary,IN,Indiana,126,42,30,33,2,0,1,system hospitals located in one state,405,10946,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,390899890,1609749824,1,0,17773343,,24,2,3,0,0,0,1,1,0,0,0,0,
391,US,HSI00000114,Billings Clinic,Billings,MT,Montana,575,130,157,38,13,5,2,system hospitals located in two states,439,17118,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1054510457,1606682362,1,0,17830973,,199,13,36.58,0,0,0,0,0,0,0,0,0,
392,US,HSI00000103,Beebe Healthcare,Lewes,DE,Delaware,177,75,42,56,1,0,1,system hospitals located in one state,214,9599,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,512143068,1597877232,1,0,18402510,,53,1,0,0,0,0,0,0,0,0,0,0,
393,US,HSI00001170,University of Connecticut Health Center,Farmington,CT,Connecticut,1175,119,41,42,1,0,1,system hospitals located in one state,138,9221,0,no children’s hospitals,2,major teaching,0,3,public/government,533884633,1587939342,1,0,18294969,,339,1,226.66,1,1,0,0,0,0,0,0,0,
394,US,HSI00000032,Altru Health System,Grand Forks,ND,North Dakota,253,77,26,30,1,0,1,system hospitals located in one state,258,9394,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,557134252,1580926834,1,0,17830969,,120,1,31.58,0,0,0,0,0,1,,,,
395,US,HSI00000879,Richmond University Medical Center,Staten Island,NY,New York,150,18,37,15,1,0,1,system hospitals located in one state,215,10927,0,no children’s hospitals,2,major teaching,0,1,nonprofit,387355943,1530029573,1,0,18353082,,47,1,138.05,1,1,1,0,0,0,0,0,0,
396,US,HSI00000582,LifeBridge Health,Baltimore,MD,Maryland,738,237,278,114,6,1,1,system hospitals located in one state,769,184955,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1302060197,1520310272,1,1,17773953,0158,229,4,152.37,1,0,1,0,0,1,1,0,0,
397,US,HSI00001180,University of South Alabama Hospitals,Mobile,AL,Alabama,675,175,45,45,2,0,1,system hospitals located in one state,491,20621,2,predominantly delivering care at children’s hospitals,2,major teaching,0,3,public/government,577326050,1519362901,1,1,17773517,0057,239,2,263.09,1,1,0,0,0,0,0,0,0,
398,US,HSI00000212,Childrens Hospital and Health System,Wauwatosa,WI,Wisconsin,598,173,48,59,2,0,1,system hospitals located in one state,340,10390,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,825909434,1506186529,1,1,18198805,0407,319,2,197.07,1,1,0,0,0,,,,,
399,US,HSI00001107,Trinity Health,Minot,ND,North Dakota,150,78,18,47,4,2,2,system hospitals located in two states,250,7960,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,534495293,1494854843,1,1,17846710,1069,45,4,9.91,0,0,0,0,0,1,1,0,1,
400,US,HSI00001097,Tift Regional Medical Center,Tifton,GA,Georgia,123,96,43,31,2,1,1,system hospitals located in one state,189,9229,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,429962521,1490460439,1,1,22186325,0910,49,2,0,0,0,0,0,0,0,0,0,0,
401,US,HSI00000444,Hamilton Health Care System,Dalton,GA,Georgia,147,90,20,26,1,4,1,system hospitals located in one state,221,7588,0,no children’s hospitals,1,minor teaching,0,2,church-operated,349624719,1487900893,1,0,17996680,,63,1,38.62,0,0,0,1,1,1,,,,
402,US,HSI00000944,Slidell Memorial Hospital,Slidell,LA,Louisiana,105,44,8,27,1,0,1,system hospitals located in one state,231,8893,0,no children’s hospitals,1,minor teaching,0,3,public/government,236988057,1481043883,1,0,18360903,,40,1,1.88,0,0,0,0,0,0,0,0,0,
403,US,HSI00000642,Medisys Health Network,Jamaica,NY,New York,370,61,50,28,2,1,1,system hospitals located in one state,527,24754,0,no children’s hospitals,2,major teaching,0,1,nonprofit,916374832,1480056542,1,1,17773318,0971,166,2,309.01,1,1,1,1,1,1,1,1,1,
404,US,HSI00000354,Excela Health,Greensburg,PA,Pennsylvania,303,89,104,97,3,0,1,system hospitals located in one state,431,20955,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,500820781,1475627575,1,1,18140764,2395,119,3,17.27,0,0,0,0,0,,,,,
405,US,HSI00000683,Middlesex Health System,Middletown,CT,Connecticut,260,76,50,59,1,0,1,system hospitals located in one state,186,9906,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,449721000,1473544903,1,0,18175738,,116,1,26.16,0,0,0,0,0,0,0,0,0,
406,US,HSI00000913,Saint Clair Hospital,Pittsburgh,PA,Pennsylvania,156,32,39,36,1,0,1,system hospitals located in one state,296,13850,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,370594478,1471405868,1,0,18253913,,55,1,0,0,0,0,0,0,,,,,
407,US,HSI00000666,Mercy Medical Center,Cedar Rapids,IA,Iowa,223,121,37,43,1,1,1,system hospitals located in one state,216,8983,0,no children’s hospitals,0,nonteaching,0,2,church-operated,381540000,1470365073,1,0,17773960,,73,1,0,0,0,0,0,0,0,0,0,0,
408,US,HSI00000985,Silver Cross Hospital,New Lenox,IL,Illinois,98,37,21,20,1,0,1,system hospitals located in one state,296,19338,0,no children’s hospitals,0,nonteaching,0,2,church-operated,479728314,1464262416,1,0,18290248,,43,1,0,0,0,0,0,0,1,1,0,0,
409,US,HSI00000050,Arkansas Childrens Hospital,Little Rock,AR,Arkansas,296,171,15,17,2,0,1,system hospitals located in one state,348,11882,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,724470844,1442135256,1,0,18294566,,79,2,159.1,1,0,0,0,0,0,0,0,0,
410,US,HSI00000026,Allegiance Health Management,Shreveport,LA,Louisiana,77,52,10,15,11,0,3,system hospitals located in 3 or more states,439,8508,0,no children’s hospitals,0,nonteaching,0,5,for-profit/investor owned,258942261,1440471710,1,1,18226046,0413,44,8,0,0,0,1,1,1,0,0,0,0,
411,US,HSI00001080,The Erie County Medical Center Corporation,Buffalo,NY,New York,271,130,118,13,1,1,1,system hospitals located in one state,410,14403,0,no children’s hospitals,2,major teaching,0,3,public/government,604394455,1439273329,1,0,17773474,,99,1,169.34,1,0,1,1,1,0,0,0,0,
412,US,HSI00000244,Commonwealth Health Corporation,Bowling Green,KY,Kentucky,138,58,17,31,6,2,1,system hospitals located in one state,403,14381,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,516597446,1437877516,1,1,17817688,0520,43,5,64.53,0,0,1,0,0,0,,,,
413,US,HSI00001512,Flagler Health,St Augustine,FL,Florida,65,40,7,7,1,0,1,system hospitals located in one state,335,12716,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,293424579,1436542350,1,0,29658212,,25,1,0,0,0,0,0,0,,,,,
414,US,HSI00001268,Wise Regional Health System,Decatur,TX,Texas,60,52,21,31,2,1,1,system hospitals located in one state,81,4487,0,no children’s hospitals,0,nonteaching,0,3,public/government,360972581,1434361411,1,0,18387766,,22,1,0,0,0,0,0,0,0,0,0,0,
415,US,HSI00000140,BronxCare Health System,Bronx,NY,New York,421,64,26,25,1,1,1,system hospitals located in one state,454,22813,0,no children’s hospitals,2,major teaching,0,1,nonprofit,870350202,1421783437,1,0,17774080,,186,1,337.8,1,1,1,0,0,1,1,1,1,
416,US,HSI00000339,Ellis Medicine,Schenectady,NY,New York,191,55,68,32,2,1,1,system hospitals located in one state,270,12032,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,362375682,1415489413,1,0,18261961,,69,2,28.51,0,0,0,0,0,0,,,,
417,US,HSI00000505,Hurley Medical Center,Flint,MI,Michigan,176,54,75,21,1,0,1,system hospitals located in one state,357,13307,0,no children’s hospitals,2,major teaching,0,3,public/government,395054478,1407409303,1,0,18291694,,72,1,121.79,1,0,1,0,0,0,0,0,0,
418,US,HSI00001506,Tri City Healthcare District,Oceanside,CA,California,70,4,21,5,1,0,1,system hospitals located in one state,310,9214,0,no children’s hospitals,1,minor teaching,0,3,public/government,340582645,1395963794,1,0,29647500,,24,1,5.11,0,0,0,0,0,,,,,
419,US,HSI00000215,Childrens Hospital of the Kings Daughters Health System,Norfolk,VA,Virginia,426,140,53,67,1,0,1,system hospitals located in one state,189,4834,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,516315735,1395017249,1,0,18248841,,239,1,100.06,1,0,0,0,0,0,0,0,0,
420,US,HSI00000999,South Georgia Medical Center,Valdosta,GA,Georgia,187,53,24,25,3,1,1,system hospitals located in one state,273,15564,0,no children’s hospitals,1,minor teaching,0,3,public/government,388283426,1388040063,1,1,18163126,1034,69,3,1.98,0,0,0,1,1,0,0,0,0,
421,US,HSI00001477,The Jackson Clinic PA,Jackson,TN,Tennessee,144,73,9,18,1,0,1,system hospitals located in one state,278,12009,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,301434107,1385306314,1,0,17854930,,61,1,0,0,0,0,0,0,0,0,0,0,
422,US,HSI00001143,United Regional Health Care System,Wichita Falls,TX,Texas,89,59,15,12,1,0,1,system hospitals located in one state,244,13343,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,397222827,1383600249,1,0,17837668,,42,1,0,0,0,0,1,0,0,0,0,0,
423,US,HSI00000723,Natividad Medical Center,Salinas,CA,California,184,37,28,9,1,0,1,system hospitals located in one state,144,8252,0,no children’s hospitals,1,minor teaching,0,3,public/government,306843363,1379358363,1,0,18295224,,96,1,28.66,0,0,1,0,0,0,0,0,0,
424,US,HSI00001007,Southeast Health,Cape Girardeau,MO,Missouri,115,73,5,39,2,0,1,system hospitals located in one state,280,8470,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,382302749,1379294389,1,1,18297319,0628,35,2,0,0,0,1,0,0,0,0,0,0,
425,US,HSI00000320,Doylestown Health,Doylestown,PA,Pennsylvania,201,57,31,39,1,1,1,system hospitals located in one state,247,13253,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,306998366,1367817702,1,0,18358111,,63,1,0,0,0,0,0,0,1,1,,1,
426,US,HSI00001002,South Shore Health System,South Weymouth,MA,Massachusetts,736,153,146,29,1,0,1,system hospitals located in one state,374,29619,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,711553992,1362816476,1,0,17781067,,256,1,0,0,0,0,0,0,0,0,0,0,
427,US,HSI00001090,The University of Toledo Medical Center,Toledo,OH,Ohio,397,90,47,31,1,0,1,system hospitals located in one state,212,6951,0,no children’s hospitals,2,major teaching,0,3,public/government,267426993,1361580041,1,0,17773803,,101,1,81.4,1,0,0,0,0,0,0,0,0,
428,US,HSI00000619,Marshall Medical Center,Placerville,CA,California,111,31,17,25,1,0,1,system hospitals located in one state,111,4780,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,285982695,1355363554,1,0,18283446,,35,1,0,0,0,0,0,0,0,0,0,0,
429,US,HSI00000610,MaineGeneral Health,Augusta,ME,Maine,338,131,98,64,1,2,1,system hospitals located in one state,186,9854,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,518584376,1350003293,1,0,18288823,,161,1,32.06,0,0,0,0,0,,,,,
430,US,HSI00000107,Benefis Health System,Great Falls,MT,Montana,203,76,38,13,3,2,1,system hospitals located in one state,362,10933,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,542928840,1349017162,1,1,18288440,0538,55,3,0,0,0,0,0,0,1,0,0,0,
431,US,HSI00000109,Berkshire Health Systems,Pittsfield,MA,Massachusetts,370,110,65,63,2,15,1,system hospitals located in one state,262,11320,0,no children’s hospitals,2,major teaching,0,1,nonprofit,617431578,1339716926,1,1,17779641,2435,143,2,66.5,1,0,0,0,0,0,0,0,0,
432,US,HSI00001166,University of Arkansas for Medical Sciences,Little Rock,AR,Arkansas,1385,295,59,60,1,0,1,system hospitals located in one state,521,25768,0,no children’s hospitals,2,major teaching,0,3,public/government,1334667000,1334667000,1,0,18226400,,442,1,349.28,1,1,1,0,0,0,0,0,0,
433,US,HSI00000063,Augusta Health,Fishersville,VA,Virginia,216,69,61,39,1,1,1,system hospitals located in one state,223,8844,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,401109933,1330432668,1,0,18296765,,63,1,0,0,0,0,0,0,0,0,0,0,
434,US,HSI00000911,Saint Bernards Healthcare,Jonesboro,AR,Arkansas,188,136,13,46,4,0,1,system hospitals located in one state,428,21674,0,no children’s hospitals,1,minor teaching,307,2,church-operated,454559077,1330208041,1,1,18175685,1046,71,3,14.04,0,0,0,0,0,0,0,0,0,H4305
435,US,HSI00000197,Central Maine Healthcare Corporation,Lewiston,ME,Maine,260,88,53,40,3,1,1,system hospitals located in one state,236,8487,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,475474560,1316981619,1,1,17990313,1007,111,3,20.43,0,0,0,0,0,0,0,0,0,
436,US,HSI00001096,Tidelands Health,Georgetown,SC,South Carolina,193,41,27,52,3,0,1,system hospitals located in one state,192,10476,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,350780816,1313652622,1,1,18400674,0812,90,2,22,0,0,0,0,0,0,0,0,0,
437,US,HSI00000937,Saint Lukes Hospital of Duluth,Duluth,MN,Minnesota,239,58,43,41,2,0,1,system hospitals located in one state,254,9182,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,517417400,1305502587,1,1,18184915,0972,93,2,8.41,0,0,0,0,0,1,,,,
438,US,HSI00001481,Southern Ohio Medical Center,Portsmouth,OH,Ohio,127,118,19,41,1,0,1,system hospitals located in one state,192,8954,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,407554362,1305131712,1,0,24002291,,43,1,0.22,0,0,0,1,1,0,0,0,0,
439,US,HSI00001415,LMH Health,Lawrence,KS,Kansas,139,54,18,30,1,1,1,system hospitals located in one state,110,5208,0,no children’s hospitals,0,nonteaching,0,3,public/government,346710251,1304151060,1,0,24982884,,50,1,0,0,0,0,0,0,0,0,0,0,
440,US,HSI00000146,Butler Health System,Butler,PA,Pennsylvania,317,80,83,72,2,1,1,system hospitals located in one state,330,10310,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,332529855,1303555174,1,1,17999450,0050,79,2,17.13,1,0,0,0,0,0,0,0,0,
441,US,HSI00000089,Baton Rouge General Health System,Baton Rouge,LA,Louisiana,209,95,16,45,2,1,1,system hospitals located in one state,358,14597,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,479082880,1303320394,1,1,18185304,0993,97,2,66.52,1,0,1,0,1,1,0,0,0,
442,US,HSI00000118,Blount Memorial Hospital,Maryville,TN,Tennessee,131,95,40,27,1,1,1,system hospitals located in one state,161,8747,0,no children’s hospitals,0,nonteaching,0,3,public/government,308186544,1299770551,1,0,18722944,,49,1,0,0,0,0,0,0,0,0,0,0,
443,US,HSI00000684,Midland County Hospital District,Midland,TX,Texas,99,53,21,21,1,0,1,system hospitals located in one state,226,11486,0,no children’s hospitals,1,minor teaching,0,3,public/government,302255115,1280776808,1,0,18293217,,35,1,10.6,0,0,0,1,1,0,0,0,0,
444,US,HSI00000321,Driscoll Childrens Hospital,Corpus Christi,TX,Texas,162,53,6,13,1,0,1,system hospitals located in one state,191,3003,2,predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,238783276,1279073317,1,0,18138737,,65,1,43.65,0,0,0,0,0,1,0,1,0,
445,US,HSI00000178,Carson Tahoe Health,Carson City,NV,Nevada,114,59,32,30,3,0,1,system hospitals located in one state,175,10106,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,318821236,1278236576,1,0,18211927,,38,1,0,0,0,0,0,0,0,,,,
446,US,HSI00001354,Self Regional Healthcare,Greenwood,SC,South Carolina,166,48,33,38,2,0,1,system hospitals located in one state,315,9874,0,no children’s hospitals,1,minor teaching,0,3,public/government,425613703,1275976193,1,0,23144453,,82,2,29.66,0,0,0,0,0,0,0,0,0,
447,US,HSI00000564,Lake Charles Memorial Health System,Lake Charles,LA,Louisiana,215,84,8,42,2,0,1,system hospitals located in one state,254,9417,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,324121673,1256848184,1,0,18361663,,103,1,20.5,0,0,0,0,0,0,0,0,0,
448,US,HSI00000182,Catawba Valley Medical Center,Hickory,NC,North Carolina,96,36,28,27,1,0,1,system hospitals located in one state,200,11344,0,no children’s hospitals,0,nonteaching,0,3,public/government,323000153,1247463608,1,0,18163979,,46,1,0,0,0,0,0,0,0,0,0,0,
449,US,HSI00001110,University Health,Kansas City,MO,Missouri,573,109,6,27,2,1,1,system hospitals located in one state,365,15177,0,no children’s hospitals,2,major teaching,0,1,nonprofit,663746066,1233890416,1,1,17992293,9255,200,2,250.34,1,1,1,1,0,0,0,0,0,
450,US,HSI00000194,Centrastate Healthcare System,Freehold,NJ,New Jersey,145,58,21,22,1,2,1,system hospitals located in one state,240,11530,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,307776553,1226975434,1,0,18200526,,65,1,18.12,0,0,0,0,0,1,,,,
451,US,HSI00000873,Reid Health,Richmond,IN,Indiana,194,123,22,61,1,0,1,system hospitals located in one state,183,10834,0,no children’s hospitals,1,minor teaching,31,1,nonprofit,487182885,1200770017,1,0,18377407,,77,1,16.37,0,0,0,0,0,1,1,,,H3522
452,US,HSI00000242,Comanche County Memorial Hospital,Lawton,OK,Oklahoma,174,59,7,34,1,1,1,system hospitals located in one state,201,10168,0,no children’s hospitals,1,minor teaching,0,3,public/government,298289037,1200518794,1,0,18198812,,69,1,24.66,0,0,0,0,0,0,0,0,0,
453,US,HSI00000538,Logan Health,Kalispell,MT,Montana,321,109,84,58,4,1,1,system hospitals located in one state,236,9679,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,405290859,1198977698,1,0,18204496,,85,3,2.78,0,0,0,0,0,0,0,0,0,
454,US,HSI00000502,Hunterdon Healthcare System,Flemington,NJ,New Jersey,322,92,60,94,1,0,1,system hospitals located in one state,184,7592,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,358356591,1195698367,1,0,18288502,,150,1,19.87,0,0,0,0,0,0,0,0,0,
455,US,HSI00000961,Sarah Bush Lincoln Health System,Mattoon,IL,Illinois,124,74,29,36,1,0,1,system hospitals located in one state,100,6804,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,399886104,1180560825,1,0,18081951,,43,1,0,0,0,0,0,0,0,,,,
456,US,HSI00000476,Heritage Valley Health System,Beaver,PA,Pennsylvania,265,51,84,82,3,0,1,system hospitals located in one state,365,15324,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,389237226,1173180876,1,1,17844118,0309,125,3,23.57,0,0,0,0,1,,,,,
457,US,HSI00000205,Chesapeake Regional Healthcare,Chesapeake,VA,Virginia,124,43,37,26,1,0,1,system hospitals located in one state,302,16063,0,no children’s hospitals,0,nonteaching,0,3,public/government,360965483,1155918448,1,0,18230771,,20,1,0,0,0,0,0,0,0,,,,
458,US,HSI00000394,Gerald Champion Regional Medical Center,Alamogordo,NM,New Mexico,60,46,8,22,1,0,1,system hospitals located in one state,50,3053,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,213598467,1148106000,1,0,18317455,,24,1,3.08,0,0,0,0,0,0,0,0,0,
459,US,HSI00000454,Hawaii Health Systems Corporation,Honolulu,HI,Hawaii,258,33,17,17,11,8,1,system hospitals located in one state,357,10857,0,no children’s hospitals,1,minor teaching,0,3,public/government,480899437,1146666905,1,1,17815868,3555,98,10,14.11,0,0,1,0,1,0,0,0,0,
460,US,HSI00000710,Mount Nittany Health System,State College,PA,Pennsylvania,189,39,81,26,1,0,1,system hospitals located in one state,248,9467,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,417727994,1139584202,1,0,18298653,,60,1,17.93,0,0,0,0,0,0,0,0,0,
461,US,HSI00000788,Olathe Health System,Olathe,KS,Kansas,180,65,39,40,2,0,1,system hospitals located in one state,255,10423,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,300800051,1118985989,1,0,17990284,,71,2,0,0,0,0,0,1,0,0,0,0,
462,US,HSI00000698,Mon Health System,Morgantown,WV,West Virginia,190,89,42,45,3,0,1,system hospitals located in one state,234,8415,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,395424691,1088791118,1,1,17845024,0970,62,3,0,0,0,0,0,0,0,0,0,0,
463,US,HSI00001501,Boone Hospital Center,Columbia,MO,Missouri,82,35,10,2,1,0,1,system hospitals located in one state,266,12894,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,327428079,1085767180,1,0,29644726,,27,1,0,0,0,0,0,0,0,0,0,0,
464,US,HSI00000268,Connecticut Childrens Medical Center Foundation,Hartford,CT,Connecticut,285,115,74,23,1,0,1,system hospitals located in one state,187,6734,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,416759823,1081920159,1,0,22240668,,87,1,94.81,1,0,0,0,0,,,,,
465,US,HSI00000106,Beloit Health System,Beloit,WI,Wisconsin,126,29,25,17,1,0,1,system hospitals located in one state,97,4093,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,249612993,1073033453,1,0,18395709,,34,1,0,0,0,0,0,0,,,,,
466,US,HSI00000472,Hendricks Regional Health,Danville,IN,Indiana,188,71,32,54,2,0,1,system hospitals located in one state,130,5374,0,no children’s hospitals,0,nonteaching,0,3,public/government,380566884,1064002794,1,0,18388046,,78,1,0,0,0,0,0,0,1,,,,
467,US,HSI00000275,Cookeville Regional Health System,Cookeville,TN,Tennessee,88,65,15,16,1,0,1,system hospitals located in one state,212,13384,0,no children’s hospitals,0,nonteaching,0,3,public/government,363758375,1061542076,1,0,18405486,,22,1,0,0,0,0,0,0,,,,,
468,US,HSI00000045,Archbold Medical Center,Thomasville,GA,Georgia,103,40,29,23,4,3,1,system hospitals located in one state,320,8097,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,362512922,1060067163,1,1,17830971,0104,28,4,1.41,0,0,1,1,1,0,0,0,0,
469,US,HSI00000401,Glens Falls Hospital,Glens Falls,NY,New York,111,38,54,27,1,0,1,system hospitals located in one state,391,9922,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,335833547,1050522457,1,0,18156853,,24,1,0,0,0,0,0,0,0,0,0,0,
470,US,HSI00000356,Fairfield Medical Center,Lancaster,OH,Ohio,119,47,19,43,1,0,1,system hospitals located in one state,185,7899,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,301278700,1037588641,1,0,18287567,,43,1,25.02,0,0,0,0,0,0,0,0,0,
471,US,HSI00001006,Southeast Georgia Health System,Brunswick,GA,Georgia,189,57,35,52,2,2,1,system hospitals located in one state,340,14550,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,375614169,1033734858,1,1,17992292,0253,57,2,0,0,0,0,1,0,0,0,0,0,
472,US,HSI00000956,San Juan Regional Medical Center,Farmington,NM,New Mexico,126,52,16,22,2,0,1,system hospitals located in one state,191,9087,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,339698214,1028476569,1,0,18291675,,42,1,0,0,0,1,0,0,0,0,0,0,
